,hits,date,keyword,geo,time,gprop,category
421,3,10/1/2019,Bitcoin,IN,all,web,0
422,3,11/1/2019,Bitcoin,IN,all,web,0
423,3,12/1/2019,Bitcoin,IN,all,web,0
424,4,1/1/2020,Bitcoin,IN,all,web,0
425,4,2/1/2020,Bitcoin,IN,all,web,0
426,7,3/1/2020,Bitcoin,IN,all,web,0
427,5,4/1/2020,Bitcoin,IN,all,web,0
428,6,5/1/2020,Bitcoin,IN,all,web,0
429,5,6/1/2020,Bitcoin,IN,all,web,0
430,5,7/1/2020,Bitcoin,IN,all,web,0
431,6,8/1/2020,Bitcoin,IN,all,web,0
432,4,9/1/2020,Bitcoin,IN,all,web,0
433,4,10/1/2020,Bitcoin,IN,all,web,0
434,7,11/1/2020,Bitcoin,IN,all,web,0
435,10,12/1/2020,Bitcoin,IN,all,web,0
436,19,1/1/2021,Bitcoin,IN,all,web,0
437,20,2/1/2021,Bitcoin,IN,all,web,0
438,14,3/1/2021,Bitcoin,IN,all,web,0
439,17,4/1/2021,Bitcoin,IN,all,web,0
440,31,5/1/2021,Bitcoin,IN,all,web,0
441,19,6/1/2021,Bitcoin,IN,all,web,0
442,12,7/1/2021,Bitcoin,IN,all,web,0
443,11,8/1/2021,Bitcoin,IN,all,web,0
444,10,9/1/2021,Bitcoin,IN,all,web,0
445,12,10/1/2021,Bitcoin,IN,all,web,0
446,15,11/1/2021,Bitcoin,IN,all,web,0
447,11,12/1/2021,Bitcoin,IN,all,web,0
448,16,1/1/2022,Bitcoin,IN,all,web,0
449,14,2/1/2022,Bitcoin,IN,all,web,0
450,10,3/1/2022,Bitcoin,IN,all,web,0
451,8,4/1/2022,Bitcoin,IN,all,web,0
452,10,5/1/2022,Bitcoin,IN,all,web,0
453,13,6/1/2022,Bitcoin,IN,all,web,0
454,9,7/1/2022,Bitcoin,IN,all,web,0
455,7,8/1/2022,Bitcoin,IN,all,web,0
456,7,9/1/2022,Bitcoin,IN,all,web,0
457,6,10/1/2022,Bitcoin,IN,all,web,0
458,8,11/1/2022,Bitcoin,IN,all,web,0
459,6,12/1/2022,Bitcoin,IN,all,web,0
460,6,1/1/2023,Bitcoin,IN,all,web,0
461,6,2/1/2023,Bitcoin,IN,all,web,0
462,6,3/1/2023,Bitcoin,IN,all,web,0
